away,home,start_dt,away_score,home_score,over_under
Miami Marlins,Arizona Diamondbacks,2015-07-20 20:40:00-04:00,1,3,8.0
Boston Red Sox,Los Angeles Angels,2015-07-20 21:05:00-04:00,3,7,7.5
Texas Rangers,Colorado Rockies,2015-07-20 19:40:00-04:00,7,8,10.5
Boston Red Sox,Los Angeles Angels,2015-07-20 16:05:00-04:00,1,11,8.0
New York Mets,Washington Nationals,2015-07-20 18:05:00-04:00,2,7,7.0
Seattle Mariners,Detroit Tigers,2015-07-20 18:05:00-04:00,4,5,9.5
Pittsburgh Pirates,Kansas City Royals,2015-07-20 19:10:00-04:00,10,7,7.0
Miami Marlins,San Diego Padres,2015-07-23 21:10:00-04:00,4,0,6.5
Seattle Mariners,Detroit Tigers,2015-07-23 12:05:00-04:00,3,2,7.5
Minnesota Twins,Los Angeles Angels,2015-07-23 14:35:00-04:00,3,0,7.0
Chicago White Sox,Cleveland Indians,2015-07-23 18:10:00-04:00,8,1,7.5
Washington Nationals,Pittsburgh Pirates,2015-07-23 18:05:00-04:00,3,7,7.0
Baltimore Orioles,New York Yankees,2015-07-23 12:05:00-04:00,3,9,7.5
Boston Red Sox,Houston Astros,2015-07-23 19:10:00-04:00,4,5,7.5
Kansas City Royals,St. Louis Cardinals,2015-07-23 18:15:00-04:00,3,4,7.0
Atlanta Braves,St. Louis Cardinals,2015-07-24 19:15:00-04:00,2,4,7.5
Milwaukee Brewers,Arizona Diamondbacks,2015-07-24 20:40:00-04:00,2,1,8.0
Chicago White Sox,Cleveland Indians,2015-07-24 18:10:00-04:00,6,0,7.0
Texas Rangers,Los Angeles Angels,2015-07-24 21:05:00-04:00,4,2,8.0
Philadelphia Phillies,Chicago Cubs,2015-07-24 15:05:00-04:00,5,3,9.0
Cincinnati Reds,Colorado Rockies,2015-07-24 19:40:00-04:00,5,6,11.0
Miami Marlins,San Diego Padres,2015-07-24 21:10:00-04:00,1,3,6.5
Baltimore Orioles,Tampa Bay Rays,2015-07-24 18:10:00-04:00,1,3,6.5
Detroit Tigers,Boston Red Sox,2015-07-24 18:10:00-04:00,1,2,9.0
Toronto Blue Jays,Seattle Mariners,2015-07-24 21:10:00-04:00,2,5,6.5
Oakland Athletics,San Francisco Giants,2015-07-24 21:15:00-04:00,3,9,7.0
Washington Nationals,Pittsburgh Pirates,2015-07-25 18:05:00-04:00,9,3,7.0
Atlanta Braves,St. Louis Cardinals,2015-07-25 18:15:00-04:00,0,1,6.5
New York Yankees,Minnesota Twins,2015-07-25 18:10:00-04:00,8,5,8.5
Houston Astros,Kansas City Royals,2015-07-25 18:10:00-04:00,1,2,8.0
Philadelphia Phillies,Chicago Cubs,2015-07-25 15:05:00-04:00,5,0,6.0
Los Angeles Dodgers,New York Mets,2015-07-25 18:10:00-04:00,2,15,7.0
Milwaukee Brewers,Arizona Diamondbacks,2015-07-25 19:10:00-04:00,0,2,8.0
Miami Marlins,San Diego Padres,2015-07-25 19:40:00-04:00,1,3,7.5
Detroit Tigers,Boston Red Sox,2015-07-25 15:05:00-04:00,5,1,9.5
Baltimore Orioles,Tampa Bay Rays,2015-07-25 17:10:00-04:00,5,1,7.0
Texas Rangers,Los Angeles Angels,2015-07-25 20:05:00-04:00,7,6,7.5
Oakland Athletics,San Francisco Giants,2015-07-25 15:05:00-04:00,1,2,6.5
Washington Nationals,Pittsburgh Pirates,2015-07-26 12:35:00-04:00,1,3,7.0
Philadelphia Phillies,Chicago Cubs,2015-07-26 13:20:00-04:00,11,5,7.0
Texas Rangers,Los Angeles Angels,2015-07-26 14:35:00-04:00,7,13,7.5
Atlanta Braves,St. Louis Cardinals,2015-07-26 13:15:00-04:00,3,2,7.0
Milwaukee Brewers,Arizona Diamondbacks,2015-07-26 15:10:00-04:00,0,3,8.0
Chicago White Sox,Cleveland Indians,2015-07-26 12:10:00-04:00,2,1,7.0
Detroit Tigers,Boston Red Sox,2015-07-26 19:05:00-04:00,1,11,9.5
Oakland Athletics,San Francisco Giants,2015-07-26 15:05:00-04:00,3,4,7.5
Washington Nationals,New York Mets,2015-07-31 18:10:00-04:00,1,2,7.0
San Diego Padres,Miami Marlins,2015-07-31 18:10:00-04:00,8,3,7.5
Colorado Rockies,St. Louis Cardinals,2015-07-31 19:15:00-04:00,0,7,7.5
Detroit Tigers,Baltimore Orioles,2015-07-31 18:05:00-04:00,7,8,8.75
Tampa Bay Rays,Boston Red Sox,2015-07-31 18:10:00-04:00,5,7,9.0
Arizona Diamondbacks,Houston Astros,2015-07-31 19:10:00-04:00,6,4,8.0
Kansas City Royals,Toronto Blue Jays,2015-07-31 18:05:00-04:00,6,7,7.5
Los Angeles Angels,Los Angeles Dodgers,2015-07-31 21:10:00-04:00,3,5,6.0
Atlanta Braves,Philadelphia Phillies,2015-08-02 12:35:00-04:00,6,2,8.0
Colorado Rockies,St. Louis Cardinals,2015-08-02 13:15:00-04:00,2,3,7.5
Kansas City Royals,Toronto Blue Jays,2015-08-02 12:05:00-04:00,2,5,8.5
Tampa Bay Rays,Boston Red Sox,2015-08-02 12:35:00-04:00,4,3,9.5
San Diego Padres,Miami Marlins,2015-08-02 12:10:00-04:00,2,5,6.0
Washington Nationals,New York Mets,2015-08-02 19:05:00-04:00,2,5,6.5
Chicago Cubs,Milwaukee Brewers,2015-08-02 13:10:00-04:00,4,3,9.5
Detroit Tigers,Baltimore Orioles,2015-08-02 12:35:00-04:00,6,1,9.0
New York Yankees,Chicago White Sox,2015-08-02 13:10:00-04:00,12,3,9.0
Cleveland Indians,Oakland Athletics,2015-08-02 15:05:00-04:00,1,2,6.5
Arizona Diamondbacks,Houston Astros,2015-08-02 13:10:00-04:00,1,4,8.0
Los Angeles Angels,Los Angeles Dodgers,2015-08-02 15:10:00-04:00,3,5,7.75
Arizona Diamondbacks,Washington Nationals,2015-08-03 18:05:00-04:00,6,4,8.0
Baltimore Orioles,Oakland Athletics,2015-08-03 21:05:00-04:00,9,2,7.25
Minnesota Twins,Toronto Blue Jays,2015-08-03 12:05:00-04:00,1,5,8.0
Tampa Bay Rays,Chicago White Sox,2015-08-03 19:10:00-04:00,5,4,7.5
Cleveland Indians,Los Angeles Angels,2015-08-03 21:05:00-04:00,4,5,6.5
Arizona Diamondbacks,Washington Nationals,2015-08-06 15:05:00-04:00,3,8,7.0
San Francisco Giants,Chicago Cubs,2015-08-06 19:05:00-04:00,4,5,7.0
Kansas City Royals,Detroit Tigers,2015-08-06 12:05:00-04:00,6,8,7.5
Minnesota Twins,Toronto Blue Jays,2015-08-06 18:05:00-04:00,3,9,8.5
San Diego Padres,Milwaukee Brewers,2015-08-06 13:10:00-04:00,1,10,8.0
Boston Red Sox,New York Yankees,2015-08-06 18:05:00-04:00,1,2,8.5
Cincinnati Reds,Arizona Diamondbacks,2015-08-07 20:40:00-04:00,0,2,8.5
Toronto Blue Jays,New York Yankees,2015-08-07 18:05:00-04:00,2,1,9.0
Chicago White Sox,Kansas City Royals,2015-08-07 19:10:00-04:00,2,3,8.0
San Francisco Giants,Chicago Cubs,2015-08-07 15:05:00-04:00,3,7,8.0
Colorado Rockies,Washington Nationals,2015-08-07 18:05:00-04:00,5,4,7.5
Philadelphia Phillies,San Diego Padres,2015-08-07 21:10:00-04:00,4,3,6.5
Boston Red Sox,Detroit Tigers,2015-08-07 18:05:00-04:00,7,2,9.0
Minnesota Twins,Cleveland Indians,2015-08-07 18:10:00-04:00,10,9,8.5
Baltimore Orioles,Los Angeles Angels,2015-08-07 21:05:00-04:00,4,8,7.0
Cincinnati Reds,Arizona Diamondbacks,2015-08-09 15:10:00-04:00,3,4,7.5
Miami Marlins,Atlanta Braves,2015-08-09 16:05:00-04:00,4,1,7.0
Toronto Blue Jays,New York Yankees,2015-08-09 12:05:00-04:00,2,0,8.0
Chicago White Sox,Kansas City Royals,2015-08-09 13:10:00-04:00,4,5,7.5
Colorado Rockies,Washington Nationals,2015-08-09 12:35:00-04:00,6,4,7.25
Philadelphia Phillies,San Diego Padres,2015-08-09 15:10:00-04:00,5,3,7.5
San Francisco Giants,Chicago Cubs,2015-08-09 13:20:00-04:00,0,2,7.5
Boston Red Sox,Detroit Tigers,2015-08-09 12:05:00-04:00,7,2,8.5
Minnesota Twins,Cleveland Indians,2015-08-09 12:10:00-04:00,1,8,7.0
Baltimore Orioles,Los Angeles Angels,2015-08-09 14:35:00-04:00,4,5,8.0
Texas Rangers,Seattle Mariners,2015-08-09 15:10:00-04:00,2,4,7.5
New York Mets,Tampa Bay Rays,2015-08-09 12:10:00-04:00,3,4,6.5
Philadelphia Phillies,Arizona Diamondbacks,2015-08-10 20:40:00-04:00,3,13,8.5
Cincinnati Reds,San Diego Padres,2015-08-10 21:10:00-04:00,1,2,7.5
Detroit Tigers,Kansas City Royals,2015-08-10 19:10:00-04:00,0,4,7.0
Colorado Rockies,New York Mets,2015-08-10 18:10:00-04:00,2,4,7.5
Washington Nationals,Los Angeles Dodgers,2015-08-10 21:10:00-04:00,8,3,7.0
Los Angeles Angels,Chicago White Sox,2015-08-10 19:10:00-04:00,2,8,7.25
Milwaukee Brewers,Chicago Cubs,2015-08-11 19:05:00-04:00,3,6,7.5
Philadelphia Phillies,Arizona Diamondbacks,2015-08-11 20:40:00-04:00,1,13,8.5
Cincinnati Reds,San Diego Padres,2015-08-11 21:10:00-04:00,6,11,7.0
Oakland Athletics,Toronto Blue Jays,2015-08-11 18:05:00-04:00,2,4,8.5
Texas Rangers,Minnesota Twins,2015-08-11 19:10:00-04:00,2,3,8.5
Atlanta Braves,Tampa Bay Rays,2015-08-11 18:10:00-04:00,0,2,7.0
Colorado Rockies,New York Mets,2015-08-11 18:10:00-04:00,0,4,7.0
Pittsburgh Pirates,St. Louis Cardinals,2015-08-11 19:15:00-04:00,3,4,7.0
Washington Nationals,Los Angeles Dodgers,2015-08-11 21:10:00-04:00,0,5,6.5
New York Yankees,Cleveland Indians,2015-08-11 18:10:00-04:00,4,5,7.0
Detroit Tigers,Kansas City Royals,2015-08-11 19:10:00-04:00,1,6,7.5
Baltimore Orioles,Seattle Mariners,2015-08-11 21:10:00-04:00,5,6,7.5
Houston Astros,San Francisco Giants,2015-08-11 21:15:00-04:00,1,3,6.0
Miami Marlins,St. Louis Cardinals,2015-08-14 19:15:00-04:00,1,3,6.5
Cincinnati Reds,Los Angeles Dodgers,2015-08-14 21:10:00-04:00,3,5,7.5
New York Yankees,Toronto Blue Jays,2015-08-14 18:05:00-04:00,4,3,7.5
Tampa Bay Rays,Texas Rangers,2015-08-14 19:05:00-04:00,3,5,9.0
Los Angeles Angels,Kansas City Royals,2015-08-14 19:10:00-04:00,1,4,8.5
Pittsburgh Pirates,New York Mets,2015-08-14 18:10:00-04:00,3,2,8.0
Philadelphia Phillies,Milwaukee Brewers,2015-08-14 19:10:00-04:00,1,3,8.5
Oakland Athletics,Baltimore Orioles,2015-08-14 18:05:00-04:00,6,8,8.0
Seattle Mariners,Boston Red Sox,2015-08-14 18:10:00-04:00,1,15,9.5
Detroit Tigers,Houston Astros,2015-08-14 19:10:00-04:00,1,5,8.0
Miami Marlins,St. Louis Cardinals,2015-08-16 13:15:00-04:00,6,4,7.0
Cincinnati Reds,Los Angeles Dodgers,2015-08-16 15:10:00-04:00,1,2,7.5
Seattle Mariners,Boston Red Sox,2015-08-16 12:35:00-04:00,10,8,9.0
Detroit Tigers,Houston Astros,2015-08-16 13:10:00-04:00,5,6,7.5
Pittsburgh Pirates,New York Mets,2015-08-16 12:10:00-04:00,8,1,7.0
Philadelphia Phillies,Milwaukee Brewers,2015-08-16 13:10:00-04:00,1,6,8.5
Washington Nationals,San Francisco Giants,2015-08-16 15:05:00-04:00,0,5,7.0
San Diego Padres,Colorado Rockies,2015-08-16 15:10:00-04:00,0,5,11.0
New York Yankees,Toronto Blue Jays,2015-08-16 12:05:00-04:00,1,3,9.0
Oakland Athletics,Baltimore Orioles,2015-08-16 12:35:00-04:00,2,18,8.5
Los Angeles Angels,Kansas City Royals,2015-08-16 19:05:00-04:00,3,4,8.0
Tampa Bay Rays,Texas Rangers,2015-08-16 14:05:00-04:00,3,5,8.5
Chicago Cubs,Chicago White Sox,2015-08-16 13:10:00-04:00,1,3,7.5
Miami Marlins,Milwaukee Brewers,2015-08-17 19:10:00-04:00,6,2,8.0
Atlanta Braves,San Diego Padres,2015-08-17 21:10:00-04:00,3,5,7.0
Minnesota Twins,New York Yankees,2015-08-17 18:05:00-04:00,7,8,9.0
Tampa Bay Rays,Houston Astros,2015-08-17 19:10:00-04:00,9,2,7.5
Arizona Diamondbacks,Pittsburgh Pirates,2015-08-17 18:05:00-04:00,4,1,7.5
San Francisco Giants,St. Louis Cardinals,2015-08-17 19:05:00-04:00,1,2,7.0
Oakland Athletics,Baltimore Orioles,2015-08-17 18:05:00-04:00,2,4,7.5
Seattle Mariners,Texas Rangers,2015-08-17 19:05:00-04:00,3,4,8.5
Chicago White Sox,Los Angeles Angels,2015-08-17 21:05:00-04:00,1,2,7.5
Atlanta Braves,San Diego Padres,2015-08-19 14:40:00-04:00,2,3,6.5
San Francisco Giants,St. Louis Cardinals,2015-08-19 18:15:00-04:00,3,4,7.0
Seattle Mariners,Texas Rangers,2015-08-19 13:05:00-04:00,2,7,9.0
Tampa Bay Rays,Houston Astros,2015-08-19 19:10:00-04:00,2,3,7.5
New York Mets,Baltimore Orioles,2015-08-19 18:05:00-04:00,4,5,8.0
Miami Marlins,Milwaukee Brewers,2015-08-19 13:10:00-04:00,7,8,8.0
Arizona Diamondbacks,Pittsburgh Pirates,2015-08-19 18:05:00-04:00,1,4,8.0
Minnesota Twins,New York Yankees,2015-08-19 12:05:00-04:00,3,4,9.0
Chicago White Sox,Los Angeles Angels,2015-08-19 21:05:00-04:00,0,1,7.5
Detroit Tigers,Chicago Cubs,2015-08-19 19:05:00-04:00,15,8,9.0
Atlanta Braves,Chicago Cubs,2015-08-20 19:05:00-04:00,1,7,8.0
Texas Rangers,Detroit Tigers,2015-08-20 18:05:00-04:00,0,4,9.5
Kansas City Royals,Boston Red Sox,2015-08-20 18:10:00-04:00,1,4,9.0
Chicago White Sox,Los Angeles Angels,2015-08-20 21:05:00-04:00,8,2,7.5
San Francisco Giants,Pittsburgh Pirates,2015-08-20 18:05:00-04:00,0,4,8.0
Philadelphia Phillies,Miami Marlins,2015-08-20 18:10:00-04:00,7,9,7.5
Cleveland Indians,New York Yankees,2015-08-20 18:05:00-04:00,3,2,8.5
Minnesota Twins,Baltimore Orioles,2015-08-20 18:05:00-04:00,15,2,8.75
Tampa Bay Rays,Houston Astros,2015-08-20 19:10:00-04:00,1,0,7.0
Cleveland Indians,New York Yankees,2015-08-21 18:05:00-04:00,7,3,7.0
Atlanta Braves,Chicago Cubs,2015-08-21 15:05:00-04:00,3,5,9.0
Milwaukee Brewers,Washington Nationals,2015-08-21 18:05:00-04:00,10,3,7.0
Philadelphia Phillies,Miami Marlins,2015-08-21 18:10:00-04:00,7,1,7.5
Minnesota Twins,Baltimore Orioles,2015-08-21 18:05:00-04:00,4,3,8.5
Texas Rangers,Detroit Tigers,2015-08-21 18:05:00-04:00,2,0,8.5
Tampa Bay Rays,Oakland Athletics,2015-08-21 21:05:00-04:00,2,1,7.0
Los Angeles Dodgers,Houston Astros,2015-08-21 19:10:00-04:00,0,3,8.0
San Diego Padres,Washington Nationals,2015-08-26 18:05:00-04:00,6,5,7.0
St. Louis Cardinals,Arizona Diamondbacks,2015-08-26 20:40:00-04:00,3,1,8.0
Oakland Athletics,Seattle Mariners,2015-08-26 14:40:00-04:00,2,8,7.25
Minnesota Twins,Tampa Bay Rays,2015-08-26 18:10:00-04:00,5,3,6.5
Boston Red Sox,Chicago White Sox,2015-08-26 19:10:00-04:00,3,0,7.0
Colorado Rockies,Atlanta Braves,2015-08-26 18:10:00-04:00,6,3,7.0
Houston Astros,New York Yankees,2015-08-26 12:05:00-04:00,6,2,7.5
Los Angeles Angels,Detroit Tigers,2015-08-26 18:05:00-04:00,0,5,9.0
Baltimore Orioles,Kansas City Royals,2015-08-26 19:10:00-04:00,8,5,7.0
Milwaukee Brewers,Cleveland Indians,2015-08-26 18:10:00-04:00,2,6,8.0
Colorado Rockies,Pittsburgh Pirates,2015-08-30 12:35:00-04:00,5,0,8.0
Cincinnati Reds,Milwaukee Brewers,2015-08-30 13:10:00-04:00,1,4,8.5
Detroit Tigers,Toronto Blue Jays,2015-08-30 12:05:00-04:00,2,9,9.5
Los Angeles Angels,Cleveland Indians,2015-08-30 12:10:00-04:00,2,9,8.5
Miami Marlins,Washington Nationals,2015-08-30 12:35:00-04:00,4,7,7.0
Kansas City Royals,Tampa Bay Rays,2015-08-30 12:10:00-04:00,2,3,7.0
Seattle Mariners,Chicago White Sox,2015-08-30 13:10:00-04:00,5,6,8.0
Baltimore Orioles,Texas Rangers,2015-08-30 14:05:00-04:00,0,6,9.5
Boston Red Sox,New York Mets,2015-08-30 12:10:00-04:00,4,5,7.5
Philadelphia Phillies,New York Mets,2015-08-31 18:10:00-04:00,1,3,8.0
Washington Nationals,St. Louis Cardinals,2015-08-31 19:15:00-04:00,5,8,7.0
San Francisco Giants,Los Angeles Dodgers,2015-08-31 21:10:00-04:00,4,5,7.5
Cleveland Indians,Toronto Blue Jays,2015-08-31 18:05:00-04:00,4,2,7.5
New York Yankees,Boston Red Sox,2015-08-31 18:10:00-04:00,3,4,9.5
Texas Rangers,San Diego Padres,2015-08-31 21:10:00-04:00,0,7,7.0
Miami Marlins,Atlanta Braves,2015-08-31 18:10:00-04:00,4,0,7.5
Cincinnati Reds,Chicago Cubs,2015-08-31 19:05:00-04:00,13,6,9.0
Seattle Mariners,Houston Astros,2015-08-31 19:10:00-04:00,3,8,7.5
Miami Marlins,Atlanta Braves,2015-09-01 18:10:00-04:00,7,1,8.0
Tampa Bay Rays,Baltimore Orioles,2015-09-01 18:05:00-04:00,11,2,8.5
Seattle Mariners,Houston Astros,2015-09-01 19:10:00-04:00,7,5,8.5
Philadelphia Phillies,New York Mets,2015-09-01 18:10:00-04:00,14,8,8.0
Cincinnati Reds,Chicago Cubs,2015-09-01 19:05:00-04:00,4,5,9.5
San Francisco Giants,Los Angeles Dodgers,2015-09-01 21:10:00-04:00,1,2,6.0
Cleveland Indians,Toronto Blue Jays,2015-09-01 18:05:00-04:00,3,5,9.0
Detroit Tigers,Kansas City Royals,2015-09-01 19:10:00-04:00,6,5,7.0
Texas Rangers,San Diego Padres,2015-09-01 21:10:00-04:00,8,6,7.0
Cincinnati Reds,Chicago Cubs,2015-09-02 13:20:00-04:00,7,4,9.5
Arizona Diamondbacks,Colorado Rockies,2015-09-02 19:40:00-04:00,4,9,10.5
Cleveland Indians,Toronto Blue Jays,2015-09-02 18:05:00-04:00,1,5,9.0
Seattle Mariners,Houston Astros,2015-09-02 19:10:00-04:00,8,3,7.5
Philadelphia Phillies,New York Mets,2015-09-02 18:10:00-04:00,4,9,7.0
San Francisco Giants,Los Angeles Dodgers,2015-09-02 21:10:00-04:00,1,2,6.0
Los Angeles Angels,Oakland Athletics,2015-09-02 14:35:00-04:00,9,4,7.5
Tampa Bay Rays,Baltimore Orioles,2015-09-02 18:05:00-04:00,6,7,8.5
Detroit Tigers,Kansas City Royals,2015-09-02 19:10:00-04:00,1,12,8.5
Chicago White Sox,Minnesota Twins,2015-09-02 19:10:00-04:00,0,3,8.5
Chicago White Sox,Minnesota Twins,2015-09-03 12:10:00-04:00,6,4,8.0
Atlanta Braves,Washington Nationals,2015-09-03 18:05:00-04:00,1,15,8.0
San Francisco Giants,Colorado Rockies,2015-09-03 19:40:00-04:00,3,11,11.0
Detroit Tigers,Kansas City Royals,2015-09-03 19:10:00-04:00,7,15,9.0
Atlanta Braves,Washington Nationals,2015-09-04 18:05:00-04:00,2,5,8.0
San Francisco Giants,Colorado Rockies,2015-09-04 19:40:00-04:00,1,2,10.5
Tampa Bay Rays,New York Yankees,2015-09-04 18:05:00-04:00,2,5,8.0
Chicago White Sox,Kansas City Royals,2015-09-04 19:10:00-04:00,12,1,8.5
Texas Rangers,Los Angeles Angels,2015-09-04 21:05:00-04:00,2,5,7.5
Arizona Diamondbacks,Chicago Cubs,2015-09-04 13:20:00-04:00,5,14,7.5
Pittsburgh Pirates,St. Louis Cardinals,2015-09-04 19:15:00-04:00,9,3,7.5
Baltimore Orioles,Toronto Blue Jays,2015-09-04 18:05:00-04:00,10,2,9.0
Minnesota Twins,Houston Astros,2015-09-04 19:10:00-04:00,0,8,8.0
Seattle Mariners,Oakland Athletics,2015-09-04 21:05:00-04:00,11,8,8.0
Philadelphia Phillies,Boston Red Sox,2015-09-04 18:10:00-04:00,5,7,9.0
Arizona Diamondbacks,Chicago Cubs,2015-09-05 13:20:00-04:00,0,2,8.0
San Francisco Giants,Colorado Rockies,2015-09-05 19:10:00-04:00,7,3,10.5
Baltimore Orioles,Toronto Blue Jays,2015-09-05 12:05:00-04:00,1,5,8.5
Minnesota Twins,Houston Astros,2015-09-05 18:10:00-04:00,3,2,8.5
Milwaukee Brewers,Cincinnati Reds,2015-09-05 12:10:00-04:00,8,6,9.0
Pittsburgh Pirates,St. Louis Cardinals,2015-09-05 15:05:00-04:00,1,4,7.5
Atlanta Braves,Washington Nationals,2015-09-05 18:05:00-04:00,2,8,7.5
Los Angeles Dodgers,San Diego Padres,2015-09-05 19:40:00-04:00,2,0,7.0
Tampa Bay Rays,New York Yankees,2015-09-05 12:05:00-04:00,3,2,8.0
Chicago White Sox,Kansas City Royals,2015-09-05 18:10:00-04:00,6,1,8.0
Texas Rangers,Los Angeles Angels,2015-09-05 20:05:00-04:00,2,1,8.0
Philadelphia Phillies,Boston Red Sox,2015-09-05 15:05:00-04:00,2,9,9.0
Milwaukee Brewers,Cincinnati Reds,2015-09-05 17:10:00-04:00,7,3,8.5
Pittsburgh Pirates,St. Louis Cardinals,2015-09-06 19:05:00-04:00,7,1,7.0
Chicago White Sox,Kansas City Royals,2015-09-06 13:10:00-04:00,7,5,8.0
Texas Rangers,Los Angeles Angels,2015-09-06 14:35:00-04:00,0,7,8.5
Atlanta Braves,Washington Nationals,2015-09-06 12:35:00-04:00,4,8,8.0
Arizona Diamondbacks,Chicago Cubs,2015-09-06 13:20:00-04:00,4,6,9.5
Cleveland Indians,Detroit Tigers,2015-09-06 12:05:00-04:00,4,0,8.5
Baltimore Orioles,Toronto Blue Jays,2015-09-06 12:05:00-04:00,4,10,8.5
Minnesota Twins,Houston Astros,2015-09-06 13:10:00-04:00,5,8,7.5
Philadelphia Phillies,Boston Red Sox,2015-09-06 12:35:00-04:00,2,6,9.0
New York Mets,Washington Nationals,2015-09-08 18:05:00-04:00,8,7,7.5
Baltimore Orioles,New York Yankees,2015-09-08 18:05:00-04:00,2,1,8.5
Houston Astros,Oakland Athletics,2015-09-08 21:05:00-04:00,0,4,7.5
Atlanta Braves,Philadelphia Phillies,2015-09-08 18:05:00-04:00,0,5,8.5
Chicago Cubs,St. Louis Cardinals,2015-09-08 19:15:00-04:00,8,5,7.5
Colorado Rockies,San Diego Padres,2015-09-08 21:10:00-04:00,1,2,8.5
Minnesota Twins,Kansas City Royals,2015-09-08 19:10:00-04:00,2,4,8.25
Colorado Rockies,San Diego Padres,2015-09-09 20:10:00-04:00,4,11,7.5
Minnesota Twins,Kansas City Royals,2015-09-09 19:10:00-04:00,3,2,8.5
Chicago Cubs,St. Louis Cardinals,2015-09-09 12:45:00-04:00,3,4,7.0
Milwaukee Brewers,Miami Marlins,2015-09-09 18:10:00-04:00,2,5,8.0
San Francisco Giants,Arizona Diamondbacks,2015-09-09 20:40:00-04:00,1,2,8.0
Baltimore Orioles,New York Yankees,2015-09-09 18:05:00-04:00,5,3,8.5
Los Angeles Dodgers,Los Angeles Angels,2015-09-09 21:05:00-04:00,2,3,8.5
Washington Nationals,Miami Marlins,2015-09-12 18:10:00-04:00,0,2,7.0
Toronto Blue Jays,New York Yankees,2015-09-12 12:05:00-04:00,9,5,8.5
Minnesota Twins,Chicago White Sox,2015-09-12 18:10:00-04:00,2,8,8.0
Oakland Athletics,Texas Rangers,2015-09-12 19:05:00-04:00,5,3,8.5
Milwaukee Brewers,Pittsburgh Pirates,2015-09-12 18:05:00-04:00,2,10,8.0
San Diego Padres,San Francisco Giants,2015-09-12 20:05:00-04:00,0,8,6.5
Colorado Rockies,Seattle Mariners,2015-09-12 20:10:00-04:00,2,7,8.0
Milwaukee Brewers,Pittsburgh Pirates,2015-09-13 12:35:00-04:00,6,7,7.5
San Diego Padres,San Francisco Giants,2015-09-13 15:05:00-04:00,3,10,7.5
Boston Red Sox,Tampa Bay Rays,2015-09-13 12:10:00-04:00,2,0,8.0
Oakland Athletics,Texas Rangers,2015-09-13 14:05:00-04:00,4,12,9.5
Toronto Blue Jays,New York Yankees,2015-09-13 12:05:00-04:00,0,5,8.5
Detroit Tigers,Cleveland Indians,2015-09-13 12:10:00-04:00,2,7,7.5
Minnesota Twins,Chicago White Sox,2015-09-13 13:10:00-04:00,7,0,7.0
Colorado Rockies,Seattle Mariners,2015-09-13 15:10:00-04:00,3,2,8.0
Detroit Tigers,Cleveland Indians,2015-09-13 15:10:00-04:00,9,2,8.5
Chicago Cubs,Pittsburgh Pirates,2015-09-15 18:05:00-04:00,2,1,7.0
Colorado Rockies,Los Angeles Dodgers,2015-09-15 21:10:00-04:00,5,4,7.5
New York Yankees,Tampa Bay Rays,2015-09-15 18:10:00-04:00,3,6,7.5
Houston Astros,Texas Rangers,2015-09-15 19:05:00-04:00,5,6,8.5
Oakland Athletics,Chicago White Sox,2015-09-15 19:10:00-04:00,17,6,8.0
Miami Marlins,New York Mets,2015-09-15 18:10:00-04:00,9,3,7.0
San Diego Padres,Arizona Diamondbacks,2015-09-15 20:40:00-04:00,4,6,8.5
Cincinnati Reds,San Francisco Giants,2015-09-15 21:15:00-04:00,9,8,7.5
Boston Red Sox,Baltimore Orioles,2015-09-15 18:05:00-04:00,5,6,8.5
Detroit Tigers,Minnesota Twins,2015-09-15 19:10:00-04:00,5,4,9.0
Los Angeles Angels,Seattle Mariners,2015-09-15 21:10:00-04:00,4,3,7.0
Chicago Cubs,Pittsburgh Pirates,2015-09-15 12:35:00-04:00,4,5,7.0
Miami Marlins,Washington Nationals,2015-09-18 18:05:00-04:00,4,5,6.5
Cincinnati Reds,Milwaukee Brewers,2015-09-18 19:10:00-04:00,5,3,8.5
Pittsburgh Pirates,Los Angeles Dodgers,2015-09-18 21:10:00-04:00,2,6,6.5
Boston Red Sox,Toronto Blue Jays,2015-09-18 18:05:00-04:00,1,6,9.0
St. Louis Cardinals,Chicago Cubs,2015-09-18 13:20:00-04:00,3,8,8.5
Philadelphia Phillies,Atlanta Braves,2015-09-18 18:35:00-04:00,1,2,8.5
San Diego Padres,Colorado Rockies,2015-09-18 19:40:00-04:00,4,7,10.5
Arizona Diamondbacks,San Francisco Giants,2015-09-18 21:15:00-04:00,2,0,6.5
Baltimore Orioles,Tampa Bay Rays,2015-09-18 18:10:00-04:00,6,8,7.5
Seattle Mariners,Texas Rangers,2015-09-18 19:05:00-04:00,3,1,9.5
Oakland Athletics,Houston Astros,2015-09-18 19:10:00-04:00,4,3,8.5
New York Yankees,New York Mets,2015-09-18 18:10:00-04:00,1,5,7.0
Miami Marlins,Washington Nationals,2015-09-19 15:05:00-04:00,2,5,8.0
Cincinnati Reds,Milwaukee Brewers,2015-09-19 18:10:00-04:00,9,7,8.5
Oakland Athletics,Houston Astros,2015-09-19 18:10:00-04:00,6,10,8.0
Chicago White Sox,Cleveland Indians,2015-09-19 18:10:00-04:00,4,3,7.0
Philadelphia Phillies,Atlanta Braves,2015-09-19 18:10:00-04:00,1,2,8.25
Pittsburgh Pirates,Los Angeles Dodgers,2015-09-19 20:10:00-04:00,3,2,6.5
